Short Field Name,LOCAL_ID,UNIQUE_ID,SRCE_OR_RF,ORGTST_LAB,ORGLB_ID,ORGLB_JOB,AN_TECH_OR,AN_COM_ORG,REPNO_ORG,TOTREP_ORG,TESTDT_ORG,TESTDAY_OR,TESTMO_OR,TESTYR_OR,TVS_EP_PCT,TVS_EPA_Q,TVS_ND_PCT,VS_NED_PCT,VS_NED_Q,O_G_PCT,O_G_UGG,O_AND_G_Q,O_AND_G_DL,PHCTOT_PCT,PHCTOT_UGG,PHC_Q,PHC_DL,PCB_T_UGG,PCB_TOT_Q,PCB_TOT_DL,DDT_T_NGG,DDT_TOT_Q,DDT_TOT_DL,DDE_T_NGG,DDE_TOT_Q,DDE_TOT_DL,DDD_T_NGG,DDD_TOT_Q,DDD_TOT_DL,PEST_UG_G,PEST_TOT_Q,PEST_T_DL,PAHTOT_PCT,PAHTOT_UGG,PAH_Q,PAH_DL,LIPIDS_NGG,OTHERS,CLOST_SP_G,CLOSTR_Q,CLOSTR_DL,MBT_C,MBT_Q,MBT_D,DBT_C,DBT_Q,DBT_D,TBT_C,TBT_Q,TBT_D,TTBT_C,TTBT_Q,TTBT_D
NA,771,US00034,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,Ref-2B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0.39,2.2,NA,0.68,0,<,1.2,0,<,0.79
NA,772,US00035,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,Ref-3B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,0.39,2.9,NA,0.68,0,<,1.2,0,<,0.79
NA,773,US00036,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,Ref-4B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,0.39,2.3,NA,0.68,3.9,NA,1.2,0,<,0.79
NA,774,US00037,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,Ref-5B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,0.39,3.5,NA,0.68,0,<,1.2,0,<,0.79
NA,775,US00038,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,Ref-6B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,0.39,1.9,NA,0.68,0,<,1.2,0,<,0.79
NA,776,US00039,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,RefA-1B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,0.39,0,<,0.68,0,<,1.2,0,<,0.79
NA,777,US00040,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,RefA-2B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,0.39,1.6,NA,0.68,0,<,1.2,0,<,0.79
NA,778,US00041,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,RefA-3B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,0.39,1.5,NA,0.68,0,<,1.2,0,<,0.79
NA,779,US00042,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,RefA-4B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,0.39,1.9,NA,0.68,0,<,1.2,0,<,0.79
NA,780,US00043,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,RefA-5B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,0.39,1.6,NA,0.68,0,<,1.2,0,<,0.79
NA,781,US00044,"Foley et al., 1990",Arthur D. Little's Marine Sciences Laboratory,RefA-6B,NA,"The extraction procedure for sediment is adapted from methodology developed by the National Analytical Facility of NOAA and modified for use in the NS & T Mussel Watch Program (Battelle, 1988)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,0.39,0,<,0.68,0,<,1.2,0,<,0.79
NA,2640,US00045,"ACE_NED Permit File #09-89-2777, Revere Shipyard & Marina, Pines/Saugus River",CHAS,BW-1,BW-1,"Technique varies between diff. Organics - Method Number and Reference 503D(b) for Oil and Grease, EPA Method 3540/8080 for PCBs",NA,NA,NA,1988-10-17T00:00:00Z,17,10,1988,NA,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,EPA Method 3540/8080:  Only PCB-Aroclors tested; all below det. level.,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2641,US00046,"ACE_NED Permit File #09-89-2777, Revere Shipyard & Marina, Pines/Saugus River",CHAS,BW-2,BW-2,"Technique varies between diff. Organics - Method Number and Reference 503D(b) for Oil and Grease, EPA Method 3540/8080 for PCBs",NA,NA,NA,1988-10-17T00:00:00Z,17,10,1988,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,NA,NA,NA,EPA Method 3540/8080:  Only PCB-Aroclors tested; all below det. level.,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2642,US00047,"ACE_NED Permit File #09-89-2777, Revere Shipyard & Marina, Pines/Saugus River",CHAS,BW-3,BW-3,"Technique varies between diff. Organics - Method Number and Reference 503D(b) for Oil and Grease, EPA Method 3540/8080 for PCBs",NA,NA,NA,1988-10-17T00:00:00Z,17,10,1988,NA,NA,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,EPA Method 3540/8080:  Only PCB-Aroclors tested; all below det. level.,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2643,US00048,"ACE_NED Permit File #09-89-2777, Revere Shipyard & Marina, Pines/Saugus River",CHAS,BW-4,BW-4,"Technique varies between diff. Organics - Method Number and Reference 503D(b) for Oil and Grease, EPA Method 3540/8080 for PCBs",NA,NA,NA,1988-10-17T00:00:00Z,17,10,1988,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,EPA Method 3540/8080:  Only PCB-Aroclors tested; all below det. level.,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2644,US00049,"ACE_NED Permit File #09-89-2777, Revere Shipyard & Marina, Pines/Saugus River",CHAS,BW-5,BW-5,"Technique varies between diff. Organics - Method Number and Reference 503D(b) for Oil and Grease, EPA Method 3540/8080 for PCBs",NA,NA,NA,1988-10-17T00:00:00Z,17,10,1988,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,EPA Method 3540/8080:  Only PCB-Aroclors tested; all below det. level.,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2713,US00050,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S1,NA,NA,NA,NA,NA,NA,NA,1988,8,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2714,US00051,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S2,NA,NA,NA,NA,NA,NA,NA,1988,5.4,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.24,NA,Assumed %,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2715,US00052,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S3,NA,NA,NA,NA,NA,NA,NA,1988,8.3,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.25,NA,Assumed %,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2716,US00053,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S4,NA,NA,NA,NA,NA,NA,NA,1988,3.3,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.55,NA,Assumed %,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2717,US00054,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S5,NA,NA,NA,NA,NA,NA,NA,1988,4.9,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.09,NA,Assumed %,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2718,US00055,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S6,NA,NA,NA,NA,NA,NA,NA,1988,2.2,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.24,NA,Assumed %,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2719,US00056,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S7,NA,NA,NA,NA,NA,NA,NA,1988,4.8,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.05,NA,Assumed %,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2720,US00057,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S8,NA,NA,NA,NA,NA,NA,NA,1988,8,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.26,NA,Assumed %,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2721,US00058,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S9,NA,NA,NA,NA,NA,NA,NA,1988,3.4,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.3,NA,Assumed %,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2722,US00059,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,S10,NA,NA,NA,NA,NA,NA,NA,1988,4,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.2,NA,Assumed %,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2723,US00060,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,ST6,NA,NA,NA,NA,NA,NA,NA,1988,7.5,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.11,NA,Assumed %,NA,NA,NA,NA,NA,0,<,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2724,US00061,"ACE_NED Permit File #09-89-530, Boston Edison Co., trench project, Boston Harbor",SWE,NA,ST7,NA,NA,NA,NA,NA,NA,NA,1988,2.7,"""Volatiles %"" Method (EPA/NED) not given.",NA,NA,NA,0.08,NA,Assumed %,NA,NA,NA,NA,NA,0,<,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1135,US00062,"ACE_NED Permit File #198400053, Nat'l Data Verification Services, Dorchester Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,class III,NA,NA,NA,NA,NA,class III,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1073,US00063,"ACE_NED Permit File #198400695, Crystal Cove Marina, Boston Harbor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1074,US00064,"ACE_NED Permit File #198400695, Crystal Cove Marina, Boston Harbor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,PCB 1254 only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1149,US00066,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1150,US00067,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,NA,0.0063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1151,US00068,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,NA,0.0252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1152,US00069,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,NA,0.0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1153,US00070,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,NA,0.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1154,US00071,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,0.0043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1155,US00072,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,0.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1156,US00073,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,NA,0.0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1157,US00074,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,NA,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1158,US00075,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,NA,0.0648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1159,US00076,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1160,US00077,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1161,US00078,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,NA,0.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1162,US00079,"ACE_NED Permit File #198490258, O&M, Green Harbor, Marshfield,MA",ACE-NED,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,NA,0.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1084,US00083,"ACE_NED Permit File #198500260, MA DEM, Bass River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,<0.2(PCB 1260 only),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1085,US00084,"ACE_NED Permit File #198500260, MA DEM, Bass River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1086,US00085,"ACE_NED Permit File #198500260, MA DEM, Bass River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1078,US00089,"ACE_NED Permit File #198500488, MA DEM, Hingham Harbor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1079,US00090,"ACE_NED Permit File #198500488, MA DEM, Hingham Harbor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,<0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1080,US00091,"ACE_NED Permit File #198500488, MA DEM, Hingham Harbor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,<0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
